ticker,date,ev,evebit,evebitda,marketcap,pb,pe,ps
LOW,2/16/2024,169307.3,14.6,12.1,130464.3,-8.6,17,1.4
LPCN,2/16/2024,17.2,-1.1,-1.1,21.3,0.9,-1.3,-6.9
LPG,2/16/2024,2029.6,5.9,4.7,1420.4,1.4,4.7,2.6
LPL,2/16/2024,13419.2,-4.4,151.7,3213.2,0.6,-0.9,0.2
LPLA,2/16/2024,20333.8,11.7,9.8,19484.4,9.3,16.7,2
LPRO,2/16/2024,876.5,17.2,16.5,966.4,4.5,42.5,7.5
LPSN,2/16/2024,577,-5.6,-12.5,202.9,4.5,-2,0.5
LPTH,2/16/2024,67.5,-14.7,-63.9,60.8,1.8,-12.1,1.9
LPTV,2/16/2024,42.3,-1.5,-1.8,39,-10.6,-1.2,1.4
LPTX,2/16/2024,-1.7,0,0,80,1.1,-1,
LPX,2/16/2024,5102.1,19.2,13.3,4952.1,3.2,27.8,1.9
LQDA,2/16/2024,919.3,-17.5,-18.4,947,19.7,-16.4,51.7
LQDT,2/16/2024,439.1,15.9,11.2,527.8,3.2,27.9,1.7
LQR,2/16/2024,-1.4,0.8,0.9,0.5,0.1,-0.3,0.8
LRCX,2/16/2024,120765.8,30.8,28.2,121405.3,14.8,35.1,8.5
LRE,2/16/2024,142.4,24.6,22.6,70.8,3.9,19.9,0.6
LRFC,2/16/2024,153,26.4,26.4,60.5,0.6,-23.9,3
LRHC,2/16/2024,16,-6,-6,17.1,23.7,-6.2,0.6
LRMR,2/16/2024,526.4,-15.8,-15.9,561.1,6.1,-16.8,
LRN,2/16/2024,2663.3,11.3,7.3,2475.7,2.4,14.5,1.3
LSAK,2/16/2024,338,-12.7,-109.1,224.6,1.2,-8.6,0.4
LSBK,2/16/2024,58.5,9.2,8.2,65.8,0.8,12.5,2.3
LSCC,2/16/2024,9956.6,46.8,39.2,10074.2,14.6,38.9,13.7
LSDI,2/16/2024,4.3,-0.4,-0.4,3.8,46.9,-0.3,223.5
LSEA,2/16/2024,547.5,9.7,8.9,456.6,0.7,10.8,0.4
LSF,2/16/2024,0.5,0,0,7.5,0.6,-0.3,0.2
LSPD,2/16/2024,1471.4,-6,-11,2197.4,0.9,-10.7,2.5
LSTA,2/16/2024,-7,0.3,0.3,25.4,0.5,-1.2,
LSTR,2/16/2024,6664.9,16.9,14.7,6981.1,6.7,23.3,1.2
LTBR,2/16/2024,9.8,-1.3,-1.3,39,1.3,-5.2,
LTC,2/16/2024,2229.5,16.3,12.8,1358.5,1.5,15.2,6.9
LTH,2/16/2024,6704.4,31.6,14.9,2545.5,1.1,38.5,1.2
LTRN,2/16/2024,19.7,-1.3,-1.3,45,1,-3,
LTRX,2/16/2024,155.6,-23.5,164.8,160,2.1,-17.4,1.2
LU,2/16/2024,0.7,0,0,1472.6,0.1,10.9,0.3
LUCD,2/16/2024,52.7,-0.9,-1,60.7,23.7,-1.1,40.5
LUCY,2/16/2024,1.5,-0.2,-0.2,5.4,0.7,-0.9,8.9
LULU,2/16/2024,54512.2,34.9,28.4,54435.2,15.4,54.4,5.9
LUMN,2/16/2024,21433.7,-2.1,-3,1553.7,0.7,-0.1,0.1
LUMO,2/16/2024,-11.9,0.4,0.4,23.4,0.7,-0.7,13.5
LUNA,2/16/2024,286.1,-551.3,56.9,252,2.7,-118.6,2.2
LUNG,2/16/2024,495.6,-8.5,-9.2,548.6,4.4,-9,8.5
LUNR,2/16/2024,684.3,10.1,9.9,673,-1.9,10.4,7.7
LUV,2/16/2024,20156.8,22.6,8.3,20244.8,1.9,43.5,0.8
LUXH,2/16/2024,351.5,-12.9,-99.8,107.9,5,-3.3,1.1
LVLU,2/16/2024,112.5,-6.4,-12,82.2,1.3,-4.7,0.2
LVO,2/16/2024,135.1,-13.6,-25.3,132.9,-28.3,-8.8,1.2
LVRO,2/16/2024,1157.9,10.4,8.3,879.3,2.4,-16.8,0.5
LVS,2/16/2024,50437.6,21.2,14,41637.6,10.1,34.1,4
LVTX,2/16/2024,-3.3,0.1,0.1,56.8,1,-1.1,5.9
LVWR,2/16/2024,1937.2,-18.2,-18.8,2134.8,8.9,-21.7,66.4
LW,2/16/2024,18138.3,12.2,10.3,14614.8,8.8,13,2.3
LWAY,2/16/2024,161.2,12.4,10,167.9,3,20.7,1.1
LWLG,2/16/2024,528.5,-25,-26.5,556.4,15.7,-26.3,
LX,2/16/2024,671.9,2.7,3.8,304.3,0.2,1.6,0.2
LXEH,2/16/2024,10,-13.4,8.6,31.1,0.9,-20.7,4.3
LXEO,2/16/2024,391.6,-6.6,-6.7,414.1,-2.5,-7,633.2
LXFR,2/16/2024,291.8,23.3,11.4,213.4,1,36.2,0.5
LXP,2/16/2024,4131.3,53.3,15.4,2539.7,1.1,106.4,7.5
LXRX,2/16/2024,862.5,-5.8,-5.8,778.9,5.6,-4.9,1466.9
LXU,2/16/2024,1148.6,7.5,5.2,597,1.1,6,0.9
LYB,2/16/2024,41349.1,12.6,8.7,31690.1,2.4,13.9,0.8
LYEL,2/16/2024,240.6,-1.3,-1.4,468.5,0.7,-2.5,9.7
LYFT,2/16/2024,7207.2,-8.3,-9.9,7038.5,15,-7.8,1.6
LYG,2/16/2024,74631.5,9.7,9.7,35999,0.6,6,5.1
LYRA,2/16/2024,244.4,-4,-4,264.4,3.1,-4.3,185.8
LYT,2/16/2024,8.1,21,7.5,2.5,0.3,-1.1,0.1
LYTS,2/16/2024,438.7,11.9,9.4,412.2,2.1,15.3,0.9
LYV,2/16/2024,23943.2,23.2,15.5,21477.8,96.9,37.6,1
LZ,2/16/2024,1784,83.3,37.3,1986.5,13.5,169.3,3.1
LZB,2/16/2024,1777.3,10.8,6.2,1626.9,1.7,13.5,0.8
LZM,2/16/2024,355.6,-0.9,-0.9,427.3,8.9,-1.1,107.1
M,2/16/2024,11160.5,11,5.9,5333.5,1.3,7.8,0.2
MA,2/16/2024,441962.5,31.1,29.4,436714.5,63,39,17.4
MAA,2/16/2024,19561.3,27.7,15.4,15076.2,2.5,27.5,7
MAC,2/16/2024,8010.3,-62.6,46.5,3710,1.5,-11.1,4.2
MACA,2/16/2024,42.7,40.9,40.9,42.8,-17.5,41,
MACK,2/16/2024,204.4,-142.9,-142.9,210.5,11.2,-146.9,
MAG,2/16/2024,840.3,24.4,24.2,898.7,1.8,28,
MAIA,2/16/2024,16.1,-0.9,-0.9,22.2,8.1,-1.3,
MAIN,2/16/2024,5616.4,10.7,10.7,3758.5,1.6,9.5,7.8
MAMA,2/16/2024,173,19,15.4,164.3,9.2,23.7,1.7
MANH,2/16/2024,14757.5,69.1,67.3,15010.5,53.9,85,16.2
MANU,2/16/2024,3703.5,49.6,11.6,2866.7,31.5,-81.1,3.4
MAPS,2/16/2024,154.6,2.1,1.6,147.6,7.4,-1.3,0.8
MAQC,2/16/2024,71.1,-83.2,-83.2,68,-6.8,-54.2,
MAR,2/16/2024,82370.3,20.9,19.5,69948.3,-102.6,22.7,2.9
MARA,2/16/2024,6215,-16.5,-24.5,5997.5,5.9,-16.2,23.1
MARPS,2/16/2024,7.4,8.2,11.1,8.4,8.5,9.3,7.1
MARX,2/16/2024,98.8,38.2,38.2,98.9,445.5,38.2,
MAS,2/16/2024,18650,14.4,12.9,16078,-127.6,17.7,2
MASI,2/16/2024,7902.9,65.5,28.6,7117.2,5.6,80.4,3.4
MASS,2/16/2024,122.3,-3.2,-3.5,234.1,1.4,-6,4.9
MAT,2/16/2024,8907.6,17.4,12.9,6799.7,3.3,81.8,1.3
MATH,2/16/2024,38.7,-1.9,-1.9,45.3,5.3,-2.2,8
MATV,2/16/2024,2393.7,-7,-12.4,682.9,1,-1.5,0.3
MATW,2/16/2024,1762.7,22.3,10.1,869.2,1.7,26.1,0.5
MATX,2/16/2024,4683.8,11.7,6.8,4088.1,1.7,13.1,1.3
MAX,2/16/2024,1210.5,23.4,20.3,1049.2,-64.6,-16.1,2.7
MAXN,2/16/2024,512,-5.7,-15.7,285,1.7,-1.7,0.2
MAYS,2/16/2024,116.4,-452.9,61.2,88.7,1.7,-264.8,4
MBC,2/16/2024,2585.7,9.7,8.1,1936.9,1.7,12,0.7
MBCN,2/16/2024,274.8,13.3,11.7,210.4,1.1,12.1,3.1
MBI,2/16/2024,3613.1,-18.4,-18.4,340.1,-0.3,-0.8,3.6
MBIN,2/16/2024,3065.9,9.5,9.4,1819.1,1.1,8.1,3.8
MBIO,2/16/2024,4.2,-0.1,-0.1,11.9,3,-0.2,
MBLY,2/16/2024,19468.6,-649,39.5,20661.6,1.4,-344.4,10.3
MBOT,2/16/2024,14,-1.3,-1.3,15.1,2.1,-1.4,
MBRX,2/16/2024,-9.3,0.4,0.4,14.8,0.4,-0.6,
MBTC,2/16/2024,65,-43.1,-43.1,62.4,-5.7,-41.4,
MBUU,2/16/2024,949.4,10.6,7.9,970.1,1.6,15,0.8
MBWM,2/16/2024,1100,10.5,9.5,605.6,1.3,7.2,2.8
MC,2/16/2024,4032.6,597.2,269.7,3964,10.8,3905.4,4.7
MCAA,2/16/2024,199.9,38.3,38.3,196.5,-14.5,37.7,
MCAF,2/16/2024,44.6,69,69,43.3,-10.3,119.9,
MCAG,2/16/2024,34.3,-18.5,-18.5,34.2,-10.9,-16.6,
MCB,2/16/2024,701.6,7.9,7.8,495.7,0.8,9,2
MCBC,2/16/2024,-70.3,-1.3,-1.3,350.1,1.2,8.1,3.3
MCBS,2/16/2024,661,8.8,8.4,610.5,1.6,12.1,5
MCD,2/16/2024,258068,22.1,19,211814.4,-43.6,25.4,8.5
MCFT,2/16/2024,385,5,4.4,369.8,1.9,6.5,0.7
MCHP,2/16/2024,49515.5,15.7,12.2,44101.1,6.2,18.7,5.2
MCHX,2/16/2024,44.1,-3.7,-5.7,55.4,1.5,-4.5,1.1
MCK,2/16/2024,72783.5,20,16.1,67157.5,-32.7,22.4,0.2
MCO,2/16/2024,72948.7,33.4,28.5,67663.7,20.4,42.1,11.4
MCRB,2/16/2024,169.9,-1.3,-1.5,135.7,-9,-1,1.1
MCRI,2/16/2024,1286.4,11.4,8.1,1297.2,2.6,15,2.6
MCS,2/16/2024,807.2,23.8,7.9,463.4,1,67,0.6
MCVT,2/16/2024,15.6,-11.7,-11.7,16.5,0.8,-15.5,4.9
MCW,2/16/2024,4560.3,25.4,15.6,2861.2,3.2,33.5,3.1
MCY,2/16/2024,2842.8,23,14.5,2805.7,1.8,29.1,0.6
MD,2/16/2024,1466.3,8.8,7.3,780.6,0.8,8.3,0.4
MDAI,2/16/2024,25.3,-0.8,-0.9,31,21.3,-1,0.8
MDB,2/16/2024,34274.4,-209.6,-257.7,33566.9,34.7,-180.9,21.2
MDBH,2/16/2024,95,-134.9,-209.3,119.2,3.1,-116.3,16.9
MDC,2/16/2024,4700.9,8.9,8.5,4645.4,1.4,11.6,1
MDGL,2/16/2024,4657.1,-13.8,-13.8,4602.6,206.9,-13.3,
MDGS,2/16/2024,4,-0.3,-1,4.9,0.2,-0.3,0.1
MDIA,2/16/2024,25.8,0.7,0.7,14,0.3,0.4,0.6
MDJH,2/16/2024,18.6,-11.3,-11.8,19.4,4.7,-11.5,669
MDLZ,2/16/2024,115054.4,16.9,14.3,96919.4,3.4,19.5,2.7
MDRR,2/16/2024,68.5,-42.9,22.4,11.6,0.9,-2.3,1.1
MDRX,2/16/2024,628.5,8,3.8,903.6,0.8,14.9,1.1
MDT,2/16/2024,136018.4,22.3,15.5,112249.4,2.2,27.4,3.5
MDU,2/16/2024,6947.1,11.5,8.2,4256,1.5,11.8,0.7
MDV,2/16/2024,386.7,76.8,18.5,109.8,0.7,-13.3,2.2
MDWD,2/16/2024,118.8,-39.5,-67.3,120.5,3.6,-9.7,4.8
MDXG,2/16/2024,905.8,207.5,97.9,938,705.3,-368.7,3
MDXH,2/16/2024,80.6,-2.1,-2.4,9.7,0.5,-0.2,0.3
ME,2/16/2024,210.7,-0.4,-0.4,375.7,1,-0.7,1.5
MEC,2/16/2024,447.3,25.7,8.1,247.6,1.1,31,0.4
MED,2/16/2024,454.1,3,2.7,544.5,2.8,4.5,0.4
MEDP,2/16/2024,11943.3,35.5,31.3,12046.6,21.6,42.6,6.4
MEDS,2/16/2024,11.9,-1.9,-2,5.5,0.5,-0.8,0.6
MEG,2/16/2024,1215.4,-40.1,48.4,1016.7,3.2,-18,1.7
MEGL,2/16/2024,6.1,-11,-31.9,17.8,1,-30.4,14.8
MEI,2/16/2024,1017.7,-71.2,26,780.7,0.9,-29.6,0.7
MEIP,2/16/2024,36.1,1.8,1.7,29.2,0.5,1.5,0.4
MELI,2/16/2024,91412.7,45,35.9,89428.7,32.6,90.6,6.8
MEOH,2/16/2024,5803.2,19.8,8.5,3152.3,1.6,18.1,0.8
MERC,2/16/2024,1860.7,-10.2,-205,557.5,0.9,-2.3,0.3
MESA,2/16/2024,544.7,-6.9,-29.3,40.9,0.2,-0.3,0.1
MESO,2/16/2024,209.7,-3.4,-3.4,164.5,0.3,-2,21.9
MET,2/16/2024,48548.1,22.7,17,49722.1,1.7,36,0.7
META,2/16/2024,1202056.4,25.3,20.5,1206684.4,7.9,30.9,8.9
METC,2/16/2024,1022.8,11.1,7.1,948.3,2.7,14.2,1.5
MFA,2/16/2024,8692.2,-3026.5,-3026.5,1107.8,0.6,-31,5.1
MFC,2/16/2024,38961.5,7,6.5,44591.1,1.3,12.5,1.8
MFG,2/16/2024,-107327.8,-718.6,-58.4,46341.3,0.7,-468.1,3.3
MFH,2/16/2024,129.8,-21.7,-22.2,133.6,7,-22.9,408.6
MFIC,2/16/2024,2319.4,10.4,10.4,927.9,0.9,6.5,3.7
MFIN,2/16/2024,325.7,4.2,4,209.6,0.6,3.9,1.3
MG,2/16/2024,465.8,147.4,12.7,267.1,1.4,-22.1,0.4
MGA,2/16/2024,21754.8,12.9,23.9,15729.8,1.3,13,0.4
MGAM,2/16/2024,0.3,-0.1,-0.1,4.6,0.8,-1.1,
MGEE,2/16/2024,3093.9,17.5,11.3,2361.5,2.6,19.9,3.3
MGIC,2/16/2024,555.1,10.4,7.2,547.9,2.2,13.7,1
MGIH,2/16/2024,8.5,33.6,4.3,22.5,0.6,-63.6,0.5
MGLD,2/16/2024,32.6,-20.7,-68.5,37.5,1.3,-31.3,1.1
MGM,2/16/2024,42964.1,20.4,9.2,14531,3.7,13.1,0.9
MGNI,2/16/2024,1804.6,-9.1,17.5,1435,2.2,-6.3,2.4
MGNX,2/16/2024,1016.1,19.8,15.7,1071.9,5.5,21.5,8.8
MGOL,2/16/2024,4,-0.7,-0.7,5.7,1.8,-1,1.3
MGPI,2/16/2024,2302.3,17.1,14.7,2001,2.4,20.4,2.5
MGRC,2/16/2024,3812.8,15.1,10.5,3147.1,3.5,17.3,3.8
MGRM,2/16/2024,82.7,-5,-5.2,97.1,8.2,-5.9,
MGRX,2/16/2024,2.7,-0.4,-0.4,3.8,2.8,-0.5,7.7
MGTX,2/16/2024,411.2,-3.5,-3.9,385.4,4.2,-2.9,
MGX,2/16/2024,398.9,-9.7,-10.5,457.8,-3.8,-10.5,26.6
MGY,2/16/2024,4367.3,8.8,5.3,4375.6,2.6,11.3,3.6
MGYR,2/16/2024,52.7,5,4.6,75,0.7,9.9,2.5
MHH,2/16/2024,90.3,-1220.3,23.7,101.8,1.2,-408.8,0.5
MHK,2/16/2024,9851.4,-24.8,41.4,7350.2,1,-13.5,0.7
MHLD,2/16/2024,395.6,-7.6,-7.3,170.6,0.6,9.2,2.3
MHO,2/16/2024,3503.9,6,5.8,3319.6,1.3,7.1,0.8
MHUA,2/16/2024,10.7,0.9,0.9,21.4,0.2,3.2,0.2
MI,2/16/2024,-58.2,-12.6,-12.6,7,0.1,1.6,1.5
MICS,2/16/2024,3.5,-0.6,-0.6,2.8,0.3,-0.4,0.1
MIDD,2/16/2024,10160.8,14.3,12.1,7747.8,2.5,16.9,1.9
MIGI,2/16/2024,49,-0.8,-3.8,29.8,0.7,-0.5,0.6
MIMO,2/16/2024,131.7,-4.5,-5.1,10.5,-0.1,-0.2,0.1
MIND,2/16/2024,4.3,7.2,1.9,8.4,0.4,-2,0.2
MINM,2/16/2024,11.7,-0.6,-0.6,10.2,75,-0.5,0.3
MIR,2/16/2024,2878.2,-15.7,-154.7,2260.3,1.5,-9.6,2.9
MIRA,2/16/2024,9.6,-1.4,-1.4,15.4,1.9,-2.2,
MIRM,2/16/2024,1369.8,-9.3,-9.8,1364.9,5.1,-8.3,9.4
MIST,2/16/2024,92.3,-1.6,-1.6,51.2,1.8,-0.9,11.4
MITA,2/16/2024,103.9,24.3,24.3,103.5,-46.7,24.2,
MITK,2/16/2024,610.6,29.1,15.2,559.4,2.7,74,3.2
MITQ,2/16/2024,2.1,-0.9,-1.2,6.9,1,-3.3,0.4
MITT,2/16/2024,4380.6,145.4,145.4,122.4,0.3,10.4,1.8
MIXT,2/16/2024,197.2,12.7,4.4,202.3,1.9,36.3,1.3
MKC,2/16/2024,21988.7,21.8,18.2,17743.9,3.5,28.4,2.7
MKFG,2/16/2024,79.4,-0.8,-0.9,132.9,0.8,-1.3,1.3
MKL,2/16/2024,18043.3,6.8,6,19318.9,1.4,10.3,1.3
MKSI,2/16/2024,12565.4,-8.8,-12.1,8342.4,3.4,-4.9,2.2
MKTW,2/16/2024,480.3,219.2,59.2,668.1,-50.4,112.5,1.4
MKTX,2/16/2024,7908.9,24.1,19.7,8302.8,7,33.5,11.3
ML,2/16/2024,631.7,-4.4,-5.3,538.3,2.1,-3,1.3
MLAB,2/16/2024,758.7,165.1,19.5,554,1.4,584.4,2.6
MLCO,2/16/2024,10377.8,109.7,-389.7,3855.6,-3.4,-10.3,1.3
MLEC,2/16/2024,74.2,-1.4,-1.4,72.3,8.1,-1.4,79.9
MLGO,2/16/2024,19.5,-2.6,-3.3,40.3,0.6,-5.8,0.5
MLI,2/16/2024,4694.3,5.5,5.3,5639,2.5,9.1,1.6
MLKN,2/16/2024,3716.2,27.1,12.7,2188.2,1.5,43.3,0.6
MLM,2/16/2024,37445.9,24.6,18.4,33367.8,4.3,31.2,5
MLNK,2/16/2024,1843.4,150.2,26.4,1516.5,2.7,-82.3,5.1
MLP,2/16/2024,384.5,-33,-36.5,391.3,12.1,-33.5,43.3
MLR,2/16/2024,528.4,7.5,6.4,494.5,1.5,9.7,0.5
MLSS,2/16/2024,46.6,-6.6,-6.7,48.3,6.7,-6.9,4.9
MLTX,2/16/2024,3423.8,-65.1,-65.1,3741.8,8.8,-71.1,
MLYS,2/16/2024,550,-9.9,-9.9,636.3,2.4,-11.2,
MMAT,2/16/2024,24.1,-0.1,-0.1,22.2,0.2,-0.1,3.1
MMC,2/16/2024,99762.7,17.9,15.2,98478.7,8.1,26.2,4.3
MMI,2/16/2024,1381.9,-77.6,69.7,1513.9,2.3,-95.3,2
MMLP,2/16/2024,578.1,9.5,5.2,94.2,-1.4,-17.7,0.1
MMM,2/16/2024,61294.9,-6.3,-8,50433.9,10.5,-7.2,1.5
MMS,2/16/2024,6457.1,19.8,13.7,5081.5,3,27.3,1
MMSI,2/16/2024,4884.9,39.6,22.1,4588.3,3.7,45.8,3.7
MMV,2/16/2024,44.1,-1.4,-4.1,43,-1.8,-1.4,4.4
MMYT,2/16/2024,6633,85.5,107.5,6694,7.1,132.7,9.2
MNDO,2/16/2024,40.9,8.1,7.8,42.8,1.9,8.6,2
MNDY,2/16/2024,9938.8,-257.6,-336.2,10993.8,13.5,-5857.1,15.1
MNKD,2/16/2024,1282.5,-207.1,27287.2,983.9,-3.9,-31.4,5.6
MNMD,2/16/2024,93.7,-1.3,-1.3,197.3,2.1,-2.6,
MNOV,2/16/2024,15.9,-1.9,-1.9,66.7,1.1,-7.8,66.7
MNPR,2/16/2024,-0.4,0,0,5.1,0.8,-0.5,
MNR,2/16/2024,1782.8,3.4,2.9,1737.5,2.3,3.4,1.9
MNRO,2/16/2024,1567.9,23.1,11.1,975.4,1.5,28.5,0.8
MNSB,2/16/2024,91.5,2.5,2.3,140.1,0.7,5.2,1.7
MNSO,2/16/2024,4954.5,13.3,15.4,5674,4.7,20.5,3.2
MNST,2/16/2024,55524.5,27.6,26.6,57245.1,7.3,36.6,8.3
MNTK,2/16/2024,930.6,37,20.2,933.8,3.8,57.9,5.3
MNTN,2/16/2024,197.3,-29.2,-29.2,195.8,-12.8,-23,
MNTS,2/16/2024,7.4,-0.1,-0.1,5.4,1.3,-0.1,2.5
MNTX,2/16/2024,229.4,18.4,9.6,135.5,2.2,51,0.5
MNY,2/16/2024,81.4,-0.6,-0.7,80.9,-1.4,-0.5,0.7
MO,2/16/2024,94625.2,8,7.8,71064.2,-20.9,8.1,2.9
MOB,2/16/2024,-3.4,14.8,1.8,6.8,0.7,-18.7,5.5
MOBX,2/16/2024,90.6,-1.6,-1.7,81.1,-15.1,-1.4,19.8
MOD,2/16/2024,4370,18.3,14.9,4186.5,5.8,18.6,1.7
MODD,2/16/2024,37.5,-2.2,-2.3,38.3,10,-2.3,
MODG,2/16/2024,5529.1,23.1,11.2,2734.5,0.7,27.5,0.6
MODN,2/16/2024,993.3,-49.1,-80.6,1005.9,8.1,-31.8,4
MODV,2/16/2024,1805.7,-12.2,-57.2,706.4,4.4,-3.4,0.3
MOFG,2/16/2024,801.1,19.2,14.9,377.4,0.7,11.1,2.1
MOG.A,2/16/2024,5583.6,19.6,14.8,4790.3,2.8,27.7,1.4
MOGO,2/16/2024,93.8,-1.4,-1.5,44.8,0.7,-0.6,0.9
MOGU,2/16/2024,-34.3,1.5,2,17.2,0.2,-0.8,0.6
MOH,2/16/2024,20997.4,13.3,12,23460.4,5.6,21.5,0.7
MOLN,2/16/2024,81.3,-1.2,-1.3,152.9,0.7,-2.3,15.8
MOMO,2/16/2024,810.8,2.3,2.2,1191,0.7,4.5,0.7
MOND,2/16/2024,311.4,-10.6,-20.9,201.7,-3.7,-2.9,1
MOR,2/16/2024,4283.3,17.1,20.8,2393.5,71,25.5,7.7
MORF,2/16/2024,1800.6,-13.3,-13.4,1874.3,2.6,-13.8,281.6
MORN,2/16/2024,12611.1,75.3,36,11695.9,9.4,165,5.9
MOS,2/16/2024,13050.4,6.9,4.6,9984.8,0.8,7.5,0.7
MOTS,2/16/2024,4.1,-0.3,-0.3,0.4,-0.2,0,1.1
MOV,2/16/2024,534.1,7.4,6.5,642.3,1.3,11.2,0.9
MOVE,2/16/2024,24.8,-0.8,-0.8,32.5,6.6,-1,
MP,2/16/2024,2547,24,17.1,2942.8,2.1,27.4,9.6
MPAA,2/16/2024,411.7,7.4,5.3,193.3,0.7,-3.9,0.3
MPB,2/16/2024,485.9,9.8,8.3,350.4,0.7,8.5,2.1
MPC,2/16/2024,84683.3,5.4,4.5,64552.3,2.5,5.6,0.4
MPLN,2/16/2024,5286,-13.5,170.9,798.9,0.5,-1.1,0.8
MPLX,2/16/2024,58802.5,13.1,10.3,39077.5,3.2,11.2,3.6
MPTI,2/16/2024,118.6,23.9,20.8,121.1,6.8,33.6,3.1
MPU,2/16/2024,95.7,-9.9,-10,97.7,9.5,-10.8,64.5
MPW,2/16/2024,12103.6,48.7,13.9,2132.4,0.3,-64.6,1.6
MPWR,2/16/2024,34578.5,65.6,61.1,34999.7,18,77.9,19.2
MPX,2/16/2024,306,5.2,5,366.7,2.4,7.6,0.9
MQ,2/16/2024,2453.1,-11.4,-12,3402.5,2.6,-16.3,4.5
MRAI,2/16/2024,0.7,0,0,10.5,-1.1,-0.3,0.3
MRAM,2/16/2024,154.6,19.7,17.1,183.7,3.6,23.9,2.9
MRBK,2/16/2024,276.9,12.6,12.5,108.6,0.7,6.3,1.1
MRC,2/16/2024,1399.3,7.6,6.2,1009.3,2.1,11.2,0.3
MRCC,2/16/2024,480.1,18.3,18.3,157.9,0.8,48.3,2.5
MRCY,2/16/2024,2245.4,-21.8,-191.4,1729.3,1.1,-20.3,1.9
MRDB,2/16/2024,39.4,-0.9,-0.9,23,-0.4,-0.5,0.4
MREO,2/16/2024,436.3,-13.9,-14.3,477.3,6.6,-14.6,53.6
MRIN,2/16/2024,-4.6,0.2,0.2,6.7,0.4,-0.3,0.4
MRK,2/16/2024,350076.8,41.2,28.4,323822.8,7.9,70.3,5.5
MRKR,2/16/2024,18.9,-2,-2.3,36.4,2.2,-3.9,4
MRM,2/16/2024,51.3,884.5,35.9,29.1,-10,-168.2,0.6
MRNA,2/16/2024,32034.1,-13.6,-17.2,33694.1,2.5,-9.7,3.7
MRNS,2/16/2024,510.4,-4.3,-4.4,543.6,10,-4.1,17.6
MRO,2/16/2024,19235.1,7.7,4.2,13683.1,1.2,8.1,2
MRSN,2/16/2024,306.3,-1.6,-1.6,458.2,8.8,-2.3,11.2
MRT,2/16/2024,68.6,-3,-7.8,44.2,-11.6,-1.8,1.3
MRTN,2/16/2024,1492.5,13.5,6.3,1560.3,2.1,18.7,1.3
MRUS,2/16/2024,2427.6,-13.7,-13.8,2657.4,6.8,-15,58.2
MRVI,2/16/2024,1312.3,20.6,12,1334.3,2.6,54.3,3.2
MRVL,2/16/2024,60768,-119.6,69,57307.7,3.8,-103.1,10.4
MS,2/16/2024,290433.5,23.5,17.7,141973.5,1.4,15.3,2.6
MSAI,2/16/2024,42.9,-2.5,-2.7,39.3,7.7,-2.1,3.5
MSB,2/16/2024,228.6,20.3,20.3,251.5,11.9,22.3,17.4
MSBI,2/16/2024,1105.4,8.4,7.8,537.6,0.7,6.4,1.7
MSC,2/16/2024,3626.2,-42.8,-34,1472.3,2.2,-7.4,4.8
MSCI,2/16/2024,49149.3,31.6,28.7,44983.1,-60.8,39.2,17.8
MSEX,2/16/2024,1402.8,30.2,18.5,998.6,2.4,30.4,6
MSFT,2/16/2024,3009699.1,29,24.9,3002342.1,12.6,36.4,13.2
MSGE,2/16/2024,2736.2,21.1,13.8,1805.3,-17.7,25.1,2
MSGM,2/16/2024,7.8,-0.4,-0.4,8.7,21.1,-0.4,1
MSGS,2/16/2024,5644.4,55.2,53.5,4533.9,-13.4,117.7,5.2
MSI,2/16/2024,57964,24.6,21.4,53244,73.5,31.2,5.3
MSM,2/16/2024,6175.9,13.4,11.1,5601.1,4,16.9,1.4
MSN,2/16/2024,-9.4,-4.6,-4.2,11.1,0.4,5.7,1.4
MSS,2/16/2024,55.7,35.1,28.4,37.8,4.1,30.2,0.7
MSSA,2/16/2024,72.3,27.8,26.6,70.4,-13.3,27.1,
MSTR,2/16/2024,14065.2,-186.1,-268.4,11870.2,5.5,27.7,23.9
MT,2/16/2024,24302.3,2.1,1.7,22066.3,0.4,2.4,0.3
MTA,2/16/2024,137.7,-29.6,-43.9,139.5,1.5,-22,49
MTAL,2/16/2024,956.6,32.4,15.2,590.6,1.9,1238.2,2
MTB,2/16/2024,4924.9,1.3,1.1,22954,0.9,7.9,2.5
MTBL,2/16/2024,-28.2,0.9,0.4,16.7,0.3,-0.6,0.3
MTC,2/16/2024,193.5,-33.9,-36.9,136.3,3.3,-8,42.3
MTCH,2/16/2024,13351.1,17.2,16.1,10217.4,-34.1,20.2,3.1
MTD,2/16/2024,27515.7,26.2,23.5,25504.7,-170.1,32.3,6.7
MTDR,2/16/2024,9199.1,8,5.2,7068.3,1.9,8.4,2.6
MTEK,2/16/2024,9.7,-2.7,-2.7,10,1.4,-2.7,5
MTEM,2/16/2024,14.7,-0.7,-1,20.1,3,-0.8,0.4
MTEX,2/16/2024,9.3,-3.9,14.2,16.6,1.6,-2.4,0.1
MTG,2/16/2024,5725.4,6,5.8,5357.7,1.1,7.4,4.6
MTH,2/16/2024,5528.7,5.8,5.7,5441.7,1.2,7.4,0.9
MTLS,2/16/2024,275.4,35.4,8.7,346.7,1.4,103.2,1.2
MTN,2/16/2024,10787.5,23,14.6,8560.7,13.5,37.3,3
